# atom_1 atom_2 X Y Z # (atom_2 - atom_1)
O_SP2   C_SP2   -6.6910e-01 1.0849e+00  -2.0000e-04
P_SP3   C_SP2    0.1609    -0.9679       1.5921
C_SP3   N_SP2   -1.05450    0.79970     -0.37870
